optimizer,best_accuracy_mean,best_accuracy_std,final_accuracy_mean,final_accuracy_std,epoch_to_85_mean,epoch_to_85_std,test_used,shapiro_sgd_p,shapiro_adamw_p,t_statistic,u_statistic,p_value,cohens_d,ci95_low,ci95_high,effect_size_interpretation
adamw,94.46666666666665,0.10066445913694494,94.43,0.06244997998398578,1.2818086225026288,0.4881068521855511,independent_ttest,0.5367371250662004,0.46326287493379903,9.845928482997753,,0.0016885432083628088,8.039166942426577,0.5686623900018284,0.851337609998216,large
sgd,93.79,0.03464101615137783,93.71999999999998,0.10816653826392378,2.2532444330103187,1.2071417182586466,independent_ttest,0.5367371250662004,0.46326287493379903,9.845928482997753,,0.0016885432083628088,8.039166942426577,0.5686623900018284,0.851337609998216,large
